model,formation_month,decile,stocks,overlap,one_way_turnover
ridge,2017-04,10,264,123,0.5340909090909092
ridge,2017-05,10,262,141,0.46183206106870234
ridge,2017-06,10,263,109,0.5855513307984791
ridge,2017-07,10,265,151,0.43018867924528303
ridge,2017-08,10,268,111,0.585820895522388
ridge,2017-09,10,273,106,0.6117216117216118
ridge,2017-10,10,275,109,0.6036363636363636
ridge,2017-11,10,281,119,0.5765124555160142
ridge,2017-12,10,283,123,0.5653710247349824
ridge,2018-01,10,289,119,0.5882352941176471
ridge,2018-02,10,286,126,0.5594405594405594
ridge,2018-03,10,291,81,0.7216494845360825
ridge,2018-04,10,295,96,0.6745762711864407
ridge,2018-05,10,301,123,0.5913621262458472
ridge,2018-06,10,306,115,0.6241830065359477
ridge,2018-07,10,310,98,0.6838709677419355
ridge,2018-08,10,318,149,0.5314465408805031
ridge,2018-09,10,324,138,0.5740740740740741
ridge,2018-10,10,328,126,0.6158536585365854
ridge,2018-11,10,334,115,0.655688622754491
ridge,2018-12,10,337,111,0.6706231454005935
ridge,2019-01,10,339,135,0.6017699115044248
ridge,2019-02,10,340,143,0.5794117647058823
ridge,2019-03,10,341,142,0.5835777126099706
ridge,2019-04,10,343,126,0.6326530612244898
ridge,2019-05,10,338,136,0.5976331360946745
ridge,2019-06,10,339,115,0.6607669616519174
ridge,2019-07,10,339,117,0.6548672566371682
ridge,2019-08,10,340,135,0.6029411764705883
ridge,2019-09,10,340,140,0.5882352941176471
ridge,2019-10,10,341,124,0.6363636363636364
ridge,2019-11,10,341,143,0.5806451612903225
ridge,2019-12,10,342,134,0.6081871345029239
ridge,2020-01,10,343,169,0.5072886297376094
ridge,2020-02,10,344,195,0.4331395348837209
ridge,2020-03,10,345,126,0.6347826086956522
ridge,2020-04,10,346,134,0.6127167630057804
ridge,2020-05,10,341,109,0.6803519061583578
ridge,2020-06,10,342,132,0.6140350877192983
ridge,2020-07,10,344,118,0.6569767441860466
ridge,2020-08,10,345,105,0.6956521739130435
ridge,2020-09,10,346,121,0.6502890173410405
ridge,2020-10,10,347,147,0.5763688760806917
ridge,2020-11,10,350,127,0.6371428571428571
ridge,2020-12,10,353,149,0.5779036827195467
ridge,2021-01,10,355,168,0.5267605633802817
ridge,2021-02,10,357,154,0.5686274509803921
ridge,2021-03,10,359,138,0.6155988857938719
ridge,2021-04,10,363,140,0.6143250688705234
ridge,2021-05,10,362,155,0.5718232044198894
ridge,2021-06,10,367,172,0.5313351498637602
ridge,2021-07,10,371,181,0.5121293800539084
ridge,2021-08,10,378,186,0.5079365079365079
ridge,2021-09,10,384,172,0.5520833333333333
ridge,2021-10,10,386,185,0.5207253886010363
ridge,2021-11,10,389,176,0.5475578406169666
ridge,2021-12,10,394,163,0.5862944162436547
ridge,2022-01,10,397,190,0.5214105793450882
ridge,2022-02,10,400,192,0.52
ridge,2022-03,10,404,198,0.5099009900990099
ridge,2022-04,10,410,209,0.4902439024390244
ridge,2022-05,10,413,213,0.4842615012106537
ridge,2022-06,10,418,219,0.47607655502392343
ridge,2022-07,10,422,206,0.5118483412322274
ridge,2022-08,10,427,204,0.522248243559719
ridge,2022-09,10,431,209,0.5150812064965198
ridge,2022-10,10,435,240,0.4482758620689655
ridge,2022-11,10,438,234,0.4657534246575342
ridge,2022-12,10,443,258,0.417607223476298
ridge,2023-01,10,446,217,0.5134529147982063
ridge,2023-02,10,447,203,0.5458612975391499
ridge,2023-03,10,451,198,0.5609756097560976
ridge,2023-04,10,454,235,0.48237885462555063
ridge,2023-05,10,452,222,0.5088495575221239
ridge,2023-06,10,456,229,0.4978070175438597
ridge,2023-07,10,458,198,0.5676855895196506
ridge,2023-08,10,462,189,0.5909090909090908
ridge,2023-09,10,466,209,0.5515021459227467
ridge,2023-10,10,469,234,0.5010660980810235
ridge,2023-11,10,472,260,0.4491525423728814
ridge,2023-12,10,475,253,0.46736842105263154
ridge,2024-01,10,475,254,0.4652631578947368
ridge,2024-02,10,477,153,0.679245283018868
ridge,2024-03,10,479,205,0.5720250521920668
ridge,2024-04,10,482,185,0.6161825726141079
ridge,2024-05,10,478,204,0.5732217573221757
ridge,2024-06,10,482,199,0.5871369294605809
ridge,2024-07,10,486,195,0.5987654320987654
ridge,2024-08,10,488,212,0.5655737704918034
ridge,2024-09,10,489,235,0.5194274028629857
ridge,2024-10,10,490,259,0.4714285714285714
ridge,2024-11,10,491,237,0.5173116089613035
ridge,2024-12,10,492,258,0.47560975609756095
ridge,2025-01,10,493,242,0.5091277890466531
ridge,2025-02,10,493,217,0.5598377281947262
ridge,2025-03,10,494,232,0.5303643724696356
ridge,2025-04,10,494,227,0.5404858299595141
ridge,2025-05,10,487,229,0.5297741273100616
ridge,2025-06,10,489,206,0.5787321063394684
ridge,2025-07,10,490,230,0.5306122448979591
ridge,2025-08,10,490,254,0.4816326530612245
ridge,2025-09,10,491,251,0.48879837067209775
ridge,2025-10,10,491,242,0.5071283095723014
ridge,2025-11,10,491,242,0.5071283095723014
ridge,2025-12,10,493,269,0.4543610547667343
ridge,2026-01,10,493,274,0.44421906693711966
ridge,2026-02,10,493,275,0.4421906693711968
ridge,2026-03,10,494,241,0.5121457489878543
ridge,2026-04,10,495,252,0.49090909090909096
ridge,2026-05,10,488,261,0.4651639344262295
ridge,2026-06,10,492,246,0.5
ridge_cto_family,2013-02,1,221,51,0.7692307692307692
ridge_cto_family,2013-03,1,224,41,0.8169642857142857
ridge_cto_family,2013-04,1,226,44,0.8053097345132744
ridge_cto_family,2013-05,1,230,46,0.8
ridge_cto_family,2013-06,1,230,72,0.6869565217391305
ridge_cto_family,2013-07,1,233,64,0.7253218884120172
ridge_cto_family,2013-08,1,234,36,0.8461538461538461
ridge_cto_family,2013-09,1,234,50,0.7863247863247863
ridge_cto_family,2013-10,1,235,26,0.8893617021276596
ridge_cto_family,2013-11,1,234,50,0.7863247863247863
ridge_cto_family,2013-12,1,235,47,0.8
ridge_cto_family,2014-01,1,235,50,0.7872340425531915
ridge_cto_family,2014-02,1,232,29,0.875
ridge_cto_family,2014-03,1,234,20,0.9145299145299145
ridge_cto_family,2014-04,1,232,42,0.8189655172413793
ridge_cto_family,2014-05,1,228,46,0.7982456140350878
ridge_cto_family,2014-06,1,229,55,0.759825327510917
ridge_cto_family,2014-07,1,229,28,0.8777292576419214
ridge_cto_family,2014-08,1,229,23,0.8995633187772926
ridge_cto_family,2014-09,1,229,35,0.8471615720524017
ridge_cto_family,2014-10,1,226,29,0.8716814159292036
ridge_cto_family,2014-11,1,226,38,0.831858407079646
ridge_cto_family,2014-12,1,228,52,0.7719298245614035
ridge_cto_family,2015-01,1,230,19,0.9173913043478261
ridge_cto_family,2015-02,1,228,70,0.6929824561403508
ridge_cto_family,2015-03,1,229,42,0.8165938864628821
ridge_cto_family,2015-04,1,228,31,0.8640350877192983
ridge_cto_family,2015-05,1,223,27,0.8789237668161435
ridge_cto_family,2015-06,1,221,12,0.9457013574660633
ridge_cto_family,2015-07,1,212,35,0.8349056603773585
ridge_cto_family,2015-08,1,213,29,0.863849765258216
ridge_cto_family,2015-09,1,213,37,0.8262910798122065
ridge_cto_family,2015-10,1,219,45,0.7945205479452055
ridge_cto_family,2015-11,1,227,39,0.8281938325991189
ridge_cto_family,2015-12,1,236,33,0.8601694915254238
ridge_cto_family,2016-01,1,239,32,0.8661087866108786
ridge_cto_family,2016-02,1,239,34,0.8577405857740585
ridge_cto_family,2016-03,1,244,26,0.8934426229508197
ridge_cto_family,2016-04,1,245,33,0.8653061224489795
ridge_cto_family,2016-05,1,246,40,0.8373983739837398
ridge_cto_family,2016-06,1,250,42,0.832
ridge_cto_family,2016-07,1,254,19,0.9251968503937008
ridge_cto_family,2016-08,1,256,41,0.83984375
ridge_cto_family,2016-09,1,257,41,0.8404669260700389
ridge_cto_family,2016-10,1,256,52,0.796875
ridge_cto_family,2016-11,1,260,43,0.8346153846153846
ridge_cto_family,2016-12,1,261,57,0.7816091954022988
ridge_cto_family,2017-01,1,261,51,0.8045977011494253
ridge_cto_family,2017-02,1,260,55,0.7884615384615384
ridge_cto_family,2017-03,1,263,42,0.8403041825095057
ridge_cto_family,2017-04,1,263,66,0.7490494296577948
ridge_cto_family,2017-05,1,261,62,0.7624521072796935
ridge_cto_family,2017-06,1,262,38,0.8549618320610687
ridge_cto_family,2017-07,1,264,56,0.7878787878787878
ridge_cto_family,2017-08,1,267,59,0.7790262172284644
ridge_cto_family,2017-09,1,272,55,0.7977941176470589
ridge_cto_family,2017-10,1,274,36,0.8686131386861313
ridge_cto_family,2017-11,1,280,47,0.8321428571428572
ridge_cto_family,2017-12,1,282,63,0.7765957446808511
ridge_cto_family,2018-01,1,288,30,0.8958333333333334
ridge_cto_family,2018-02,1,285,56,0.8035087719298246
ridge_cto_family,2018-03,1,290,43,0.8517241379310345
ridge_cto_family,2018-04,1,294,58,0.8027210884353742
ridge_cto_family,2018-05,1,301,58,0.8073089700996677
ridge_cto_family,2018-06,1,305,51,0.8327868852459016
ridge_cto_family,2018-07,1,309,52,0.8317152103559871
ridge_cto_family,2018-08,1,317,69,0.7823343848580442
ridge_cto_family,2018-09,1,323,66,0.7956656346749226
ridge_cto_family,2018-10,1,327,68,0.7920489296636086
ridge_cto_family,2018-11,1,334,50,0.8502994011976048
ridge_cto_family,2018-12,1,336,88,0.7380952380952381
ridge_cto_family,2019-01,1,338,67,0.8017751479289941
ridge_cto_family,2019-02,1,340,77,0.7735294117647059
ridge_cto_family,2019-03,1,341,96,0.718475073313783
ridge_cto_family,2019-04,1,342,61,0.8216374269005848
ridge_cto_family,2019-05,1,337,59,0.8249258160237389
ridge_cto_family,2019-06,1,338,73,0.7840236686390533
ridge_cto_family,2019-07,1,338,60,0.8224852071005917
ridge_cto_family,2019-08,1,339,88,0.7404129793510325
ridge_cto_family,2019-09,1,339,66,0.8053097345132744
ridge_cto_family,2019-10,1,340,73,0.7852941176470588
ridge_cto_family,2019-11,1,340,76,0.7764705882352941
ridge_cto_family,2019-12,1,341,110,0.6774193548387097
ridge_cto_family,2020-01,1,342,113,0.6695906432748537
ridge_cto_family,2020-02,1,343,102,0.7026239067055393
ridge_cto_family,2020-03,1,344,45,0.8691860465116279
ridge_cto_family,2020-04,1,345,97,0.7188405797101449
ridge_cto_family,2020-05,1,340,87,0.7441176470588236
ridge_cto_family,2020-06,1,341,86,0.7478005865102639
ridge_cto_family,2020-07,1,343,88,0.7434402332361516
ridge_cto_family,2020-08,1,344,56,0.8372093023255813
ridge_cto_family,2020-09,1,345,105,0.6956521739130435
ridge_cto_family,2020-10,1,346,147,0.5751445086705202
ridge_cto_family,2020-11,1,349,80,0.7707736389684814
ridge_cto_family,2020-12,1,352,103,0.7073863636363636
ridge_cto_family,2021-01,1,354,71,0.7994350282485876
ridge_cto_family,2021-02,1,356,72,0.797752808988764
ridge_cto_family,2021-03,1,358,95,0.7346368715083799
ridge_cto_family,2021-04,1,362,82,0.7734806629834254
ridge_cto_family,2021-05,1,361,108,0.7008310249307479
ridge_cto_family,2021-06,1,366,109,0.7021857923497268
ridge_cto_family,2021-07,1,370,112,0.6972972972972973
ridge_cto_family,2021-08,1,377,124,0.6710875331564987
ridge_cto_family,2021-09,1,383,78,0.7963446475195822
ridge_cto_family,2021-10,1,385,110,0.7142857142857143
ridge_cto_family,2021-11,1,388,96,0.7525773195876289
ridge_cto_family,2021-12,1,393,64,0.8371501272264631
ridge_cto_family,2022-01,1,396,115,0.7095959595959596
ridge_cto_family,2022-02,1,399,122,0.6942355889724311
ridge_cto_family,2022-03,1,403,143,0.6451612903225806
ridge_cto_family,2022-04,1,409,106,0.7408312958435208
ridge_cto_family,2022-05,1,412,112,0.7281553398058253
ridge_cto_family,2022-06,1,417,98,0.7649880095923262
ridge_cto_family,2022-07,1,421,111,0.7363420427553444
ridge_cto_family,2022-08,1,426,112,0.7370892018779343
ridge_cto_family,2022-09,1,430,103,0.7604651162790698
ridge_cto_family,2022-10,1,434,115,0.7350230414746544
ridge_cto_family,2022-11,1,438,116,0.7351598173515982
ridge_cto_family,2022-12,1,442,138,0.6877828054298643
ridge_cto_family,2023-01,1,445,94,0.7887640449438202
ridge_cto_family,2023-02,1,446,99,0.7780269058295964
ridge_cto_family,2023-03,1,450,139,0.6911111111111111
ridge_cto_family,2023-04,1,454,176,0.6123348017621145
ridge_cto_family,2023-05,1,451,169,0.6252771618625277
ridge_cto_family,2023-06,1,455,167,0.6329670329670329
ridge_cto_family,2023-07,1,457,96,0.7899343544857769
ridge_cto_family,2023-08,1,461,132,0.7136659436008677
ridge_cto_family,2023-09,1,465,112,0.7591397849462366
ridge_cto_family,2023-10,1,468,178,0.6196581196581197
ridge_cto_family,2023-11,1,471,159,0.6624203821656052
ridge_cto_family,2023-12,1,474,138,0.7088607594936709
ridge_cto_family,2024-01,1,474,110,0.7679324894514767
ridge_cto_family,2024-02,1,476,111,0.7668067226890756
ridge_cto_family,2024-03,1,478,137,0.7133891213389121
ridge_cto_family,2024-04,1,481,104,0.7837837837837838
ridge_cto_family,2024-05,1,477,124,0.740041928721174
ridge_cto_family,2024-06,1,481,121,0.7484407484407485
ridge_cto_family,2024-07,1,485,140,0.711340206185567
ridge_cto_family,2024-08,1,487,141,0.7104722792607803
ridge_cto_family,2024-09,1,489,126,0.7423312883435582
ridge_cto_family,2024-10,1,489,178,0.6359918200408998
ridge_cto_family,2024-11,1,490,126,0.7428571428571429
ridge_cto_family,2024-12,1,491,147,0.7006109979633401
ridge_cto_family,2025-01,1,492,171,0.6524390243902439
ridge_cto_family,2025-02,1,492,165,0.6646341463414633
ridge_cto_family,2025-03,1,493,105,0.7870182555780934
ridge_cto_family,2025-04,1,493,119,0.7586206896551724
ridge_cto_family,2025-05,1,486,144,0.7037037037037037
ridge_cto_family,2025-06,1,488,126,0.7418032786885246
ridge_cto_family,2025-07,1,489,135,0.7239263803680982
ridge_cto_family,2025-08,1,489,142,0.7096114519427403
ridge_cto_family,2025-09,1,490,103,0.789795918367347
ridge_cto_family,2025-10,1,490,116,0.763265306122449
ridge_cto_family,2025-11,1,490,134,0.726530612244898
ridge_cto_family,2025-12,1,492,142,0.7113821138211383
ridge_cto_family,2026-01,1,492,158,0.6788617886178862
ridge_cto_family,2026-02,1,492,166,0.6626016260162602
ridge_cto_family,2026-03,1,493,129,0.7383367139959431
ridge_cto_family,2026-04,1,495,142,0.7131313131313131
ridge_cto_family,2026-05,1,487,140,0.7125256673511293
ridge_cto_family,2026-06,1,491,163,0.6680244399185336
ridge_cto_family,2013-02,10,222,33,0.8513513513513513
ridge_cto_family,2013-03,10,225,21,0.9066666666666666
ridge_cto_family,2013-04,10,227,14,0.9383259911894273
ridge_cto_family,2013-05,10,231,21,0.9090909090909091
ridge_cto_family,2013-06,10,231,41,0.8225108225108225
ridge_cto_family,2013-07,10,233,14,0.9399141630901288
ridge_cto_family,2013-08,10,235,11,0.9531914893617022
ridge_cto_family,2013-09,10,235,27,0.8851063829787233
ridge_cto_family,2013-10,10,236,11,0.9533898305084746
ridge_cto_family,2013-11,10,235,11,0.9531914893617022
ridge_cto_family,2013-12,10,236,35,0.8516949152542372
ridge_cto_family,2014-01,10,235,37,0.8425531914893617
ridge_cto_family,2014-02,10,233,18,0.9227467811158798
ridge_cto_family,2014-03,10,235,36,0.8468085106382979
ridge_cto_family,2014-04,10,233,17,0.927038626609442
ridge_cto_family,2014-05,10,229,23,0.8995633187772926
ridge_cto_family,2014-06,10,230,24,0.8956521739130435
ridge_cto_family,2014-07,10,230,10,0.9565217391304348
ridge_cto_family,2014-08,10,230,16,0.9304347826086956
ridge_cto_family,2014-09,10,230,43,0.8130434782608695
ridge_cto_family,2014-10,10,227,31,0.8634361233480177
ridge_cto_family,2014-11,10,227,27,0.8810572687224669
ridge_cto_family,2014-12,10,229,21,0.9082969432314411
ridge_cto_family,2015-01,10,231,3,0.987012987012987
ridge_cto_family,2015-02,10,229,22,0.9039301310043668
ridge_cto_family,2015-03,10,230,28,0.8782608695652174
ridge_cto_family,2015-04,10,229,17,0.9257641921397379
ridge_cto_family,2015-05,10,224,21,0.90625
ridge_cto_family,2015-06,10,222,12,0.9459459459459459
ridge_cto_family,2015-07,10,213,27,0.8732394366197183
ridge_cto_family,2015-08,10,214,24,0.8878504672897196
ridge_cto_family,2015-09,10,214,13,0.9392523364485982
ridge_cto_family,2015-10,10,219,12,0.9452054794520548
ridge_cto_family,2015-11,10,228,41,0.8201754385964912
ridge_cto_family,2015-12,10,237,14,0.9409282700421941
ridge_cto_family,2016-01,10,240,15,0.9375
ridge_cto_family,2016-02,10,240,20,0.9166666666666666
ridge_cto_family,2016-03,10,245,18,0.926530612244898
ridge_cto_family,2016-04,10,246,14,0.943089430894309
ridge_cto_family,2016-05,10,247,14,0.9433198380566802
ridge_cto_family,2016-06,10,251,24,0.9043824701195219
ridge_cto_family,2016-07,10,255,11,0.9568627450980393
ridge_cto_family,2016-08,10,257,24,0.9066147859922179
ridge_cto_family,2016-09,10,258,34,0.8682170542635659
ridge_cto_family,2016-10,10,257,17,0.933852140077821
ridge_cto_family,2016-11,10,260,38,0.8538461538461538
ridge_cto_family,2016-12,10,262,37,0.8587786259541985
ridge_cto_family,2017-01,10,262,37,0.8587786259541985
ridge_cto_family,2017-02,10,261,19,0.9272030651340997
ridge_cto_family,2017-03,10,264,23,0.9128787878787878
ridge_cto_family,2017-04,10,264,31,0.8825757575757576
ridge_cto_family,2017-05,10,262,47,0.8206106870229007
ridge_cto_family,2017-06,10,263,12,0.9543726235741445
ridge_cto_family,2017-07,10,265,50,0.8113207547169812
ridge_cto_family,2017-08,10,268,20,0.9253731343283582
ridge_cto_family,2017-09,10,273,26,0.9047619047619048
ridge_cto_family,2017-10,10,275,16,0.9418181818181818
ridge_cto_family,2017-11,10,281,31,0.8896797153024911
ridge_cto_family,2017-12,10,283,33,0.88339222614841
ridge_cto_family,2018-01,10,289,23,0.9204152249134948
ridge_cto_family,2018-02,10,286,26,0.9090909090909091
ridge_cto_family,2018-03,10,291,33,0.8865979381443299
ridge_cto_family,2018-04,10,295,27,0.9084745762711864
ridge_cto_family,2018-05,10,301,43,0.8571428571428572
ridge_cto_family,2018-06,10,306,29,0.9052287581699346
ridge_cto_family,2018-07,10,310,33,0.8935483870967742
ridge_cto_family,2018-08,10,318,68,0.7861635220125787
ridge_cto_family,2018-09,10,324,43,0.8672839506172839
ridge_cto_family,2018-10,10,328,32,0.9024390243902439
ridge_cto_family,2018-11,10,334,28,0.9161676646706587
ridge_cto_family,2018-12,10,337,31,0.9080118694362018
ridge_cto_family,2019-01,10,339,30,0.911504424778761
ridge_cto_family,2019-02,10,340,21,0.9382352941176471
ridge_cto_family,2019-03,10,341,80,0.7653958944281525
ridge_cto_family,2019-04,10,343,27,0.9212827988338192
ridge_cto_family,2019-05,10,338,42,0.8757396449704142
ridge_cto_family,2019-06,10,339,50,0.8525073746312685
ridge_cto_family,2019-07,10,339,49,0.855457227138643
ridge_cto_family,2019-08,10,340,40,0.8823529411764706
ridge_cto_family,2019-09,10,340,23,0.9323529411764706
ridge_cto_family,2019-10,10,341,42,0.8768328445747801
ridge_cto_family,2019-11,10,341,29,0.9149560117302052
ridge_cto_family,2019-12,10,342,39,0.8859649122807017
ridge_cto_family,2020-01,10,343,40,0.8833819241982508
ridge_cto_family,2020-02,10,344,32,0.9069767441860466
ridge_cto_family,2020-03,10,345,34,0.9014492753623189
ridge_cto_family,2020-04,10,346,37,0.8930635838150289
ridge_cto_family,2020-05,10,341,40,0.8826979472140762
ridge_cto_family,2020-06,10,342,34,0.9005847953216375
ridge_cto_family,2020-07,10,344,33,0.9040697674418605
ridge_cto_family,2020-08,10,345,66,0.808695652173913
ridge_cto_family,2020-09,10,346,60,0.8265895953757225
ridge_cto_family,2020-10,10,347,80,0.7694524495677233
ridge_cto_family,2020-11,10,350,60,0.8285714285714285
ridge_cto_family,2020-12,10,353,42,0.8810198300283286
ridge_cto_family,2021-01,10,355,62,0.8253521126760563
ridge_cto_family,2021-02,10,357,32,0.9103641456582633
ridge_cto_family,2021-03,10,359,68,0.8105849582172702
ridge_cto_family,2021-04,10,363,47,0.8705234159779615
ridge_cto_family,2021-05,10,362,46,0.8729281767955801
ridge_cto_family,2021-06,10,367,72,0.8038147138964578
ridge_cto_family,2021-07,10,371,73,0.8032345013477089
ridge_cto_family,2021-08,10,378,49,0.8703703703703703
ridge_cto_family,2021-09,10,384,60,0.84375
ridge_cto_family,2021-10,10,386,56,0.8549222797927462
ridge_cto_family,2021-11,10,389,59,0.8483290488431876
ridge_cto_family,2021-12,10,394,44,0.8883248730964467
ridge_cto_family,2022-01,10,397,72,0.818639798488665
ridge_cto_family,2022-02,10,400,53,0.8674999999999999
ridge_cto_family,2022-03,10,404,91,0.7747524752475248
ridge_cto_family,2022-04,10,410,70,0.8292682926829268
ridge_cto_family,2022-05,10,413,66,0.8401937046004843
ridge_cto_family,2022-06,10,418,75,0.8205741626794258
ridge_cto_family,2022-07,10,422,53,0.8744075829383886
ridge_cto_family,2022-08,10,427,45,0.8946135831381733
ridge_cto_family,2022-09,10,431,73,0.8306264501160092
ridge_cto_family,2022-10,10,435,65,0.8505747126436781
ridge_cto_family,2022-11,10,438,45,0.8972602739726028
ridge_cto_family,2022-12,10,443,97,0.781038374717833
ridge_cto_family,2023-01,10,446,41,0.9080717488789237
ridge_cto_family,2023-02,10,447,56,0.8747203579418344
ridge_cto_family,2023-03,10,451,79,0.8248337028824834
ridge_cto_family,2023-04,10,454,76,0.8325991189427313
ridge_cto_family,2023-05,10,452,59,0.8694690265486725
ridge_cto_family,2023-06,10,456,58,0.8728070175438596
ridge_cto_family,2023-07,10,458,56,0.8777292576419214
ridge_cto_family,2023-08,10,462,62,0.8658008658008658
ridge_cto_family,2023-09,10,466,81,0.8261802575107297
ridge_cto_family,2023-10,10,469,86,0.8166311300639659
ridge_cto_family,2023-11,10,472,83,0.8241525423728814
ridge_cto_family,2023-12,10,475,78,0.8357894736842105
ridge_cto_family,2024-01,10,475,117,0.7536842105263157
ridge_cto_family,2024-02,10,477,58,0.8784067085953878
ridge_cto_family,2024-03,10,479,45,0.906054279749478
ridge_cto_family,2024-04,10,482,48,0.9004149377593361
ridge_cto_family,2024-05,10,478,95,0.801255230125523
ridge_cto_family,2024-06,10,482,96,0.8008298755186722
ridge_cto_family,2024-07,10,486,87,0.8209876543209876
ridge_cto_family,2024-08,10,488,97,0.8012295081967213
ridge_cto_family,2024-09,10,489,81,0.834355828220859
ridge_cto_family,2024-10,10,490,76,0.8448979591836735
ridge_cto_family,2024-11,10,491,77,0.8431771894093687
ridge_cto_family,2024-12,10,492,90,0.8170731707317074
ridge_cto_family,2025-01,10,493,96,0.8052738336713996
ridge_cto_family,2025-02,10,493,68,0.8620689655172413
ridge_cto_family,2025-03,10,494,46,0.9068825910931174
ridge_cto_family,2025-04,10,494,91,0.8157894736842105
ridge_cto_family,2025-05,10,487,52,0.893223819301848
ridge_cto_family,2025-06,10,489,57,0.8834355828220859
ridge_cto_family,2025-07,10,490,104,0.7877551020408163
ridge_cto_family,2025-08,10,490,99,0.7979591836734694
ridge_cto_family,2025-09,10,491,65,0.8676171079429735
ridge_cto_family,2025-10,10,491,63,0.8716904276985743
ridge_cto_family,2025-11,10,491,89,0.8187372708757638
ridge_cto_family,2025-12,10,493,89,0.8194726166328601
ridge_cto_family,2026-01,10,493,69,0.8600405679513184
ridge_cto_family,2026-02,10,493,80,0.8377281947261663
ridge_cto_family,2026-03,10,494,84,0.8299595141700404
ridge_cto_family,2026-04,10,495,88,0.8222222222222222
ridge_cto_family,2026-05,10,488,86,0.8237704918032787
ridge_cto_family,2026-06,10,492,100,0.7967479674796748
